Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
24,163,2,4,2,2,3,2,3,3,5,5,5,3,4,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
39,453,1,4,1,4,4,1,4,4,2,1,4,4,3,4,42,34.0,0,1,1,0,0,1,0,neutral or dissatisfied
17,1243,1,0,0,4,1,1,1,1,3,4,3,2,4,1,122,110.0,1,0,1,0,0,1,0,neutral or dissatisfied
40,460,1,2,2,3,5,2,5,5,4,1,4,4,3,5,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
27,101,1,4,1,3,2,1,2,2,4,5,2,3,4,2,0,10.0,0,1,0,1,0,0,1,neutral or dissatisfied
40,447,4,4,4,2,4,4,4,4,3,2,5,4,5,4,0,2.0,1,0,1,0,1,0,0,satisfied
62,1576,2,5,2,5,1,3,3,2,2,2,2,4,2,2,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
32,3821,3,3,4,3,3,3,3,3,2,1,4,2,3,3,0,23.0,1,0,1,0,1,0,0,neutral or dissatisfied
35,406,3,5,5,5,3,3,3,3,2,4,3,4,4,3,16,13.0,1,0,1,0,0,1,0,neutral or dissatisfied
40,224,3,3,3,3,4,3,4,4,1,3,3,2,4,4,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
36,1723,4,4,4,3,5,4,5,5,4,3,4,3,4,5,0,0.0,0,1,0,1,0,1,0,satisfied
44,1023,4,5,4,2,2,4,2,2,5,1,3,3,4,2,0,0.0,0,1,0,1,0,1,0,satisfied
16,2864,4,4,5,4,4,4,4,4,5,5,5,3,3,4,22,13.0,1,0,1,0,1,0,0,satisfied
44,405,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
13,308,2,4,2,3,2,2,2,2,3,4,4,4,5,2,0,3.0,1,0,0,1,0,1,0,neutral or dissatisfied
39,2026,3,5,5,5,1,4,4,3,3,2,3,1,3,4,62,61.0,0,1,1,0,1,0,0,neutral or dissatisfied
9,313,3,4,3,2,4,3,4,4,4,4,4,5,4,4,0,29.0,1,0,0,1,0,0,1,neutral or dissatisfied
56,2475,4,4,4,4,5,5,5,5,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
22,2055,1,1,1,1,4,4,1,4,4,3,3,4,3,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
27,1195,5,5,5,5,5,5,5,5,4,4,3,5,5,5,55,48.0,1,0,1,0,0,1,0,satisfied
25,951,3,3,3,3,3,3,3,3,4,3,3,4,1,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
28,1486,4,4,4,4,4,4,4,4,4,3,4,5,5,4,2,0.0,0,1,1,0,1,0,0,satisfied
41,2342,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,0,satisfied
26,2629,3,3,2,3,3,4,3,3,1,4,4,1,3,3,0,16.0,0,1,1,0,1,0,0,neutral or dissatisfied
36,440,3,3,3,5,1,3,1,1,2,1,2,1,4,1,0,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
18,725,1,3,1,3,5,1,1,5,4,2,3,1,2,5,17,5.0,0,1,0,1,0,1,0,neutral or dissatisfied
20,472,2,2,2,3,2,5,5,2,4,2,2,5,1,5,121,137.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,3722,3,3,1,3,4,5,5,5,5,4,5,4,5,4,0,0.0,0,1,1,0,1,0,0,satisfied
22,1731,1,1,1,1,3,3,3,3,2,5,3,2,5,3,1,0.0,1,0,1,0,1,0,0,satisfied
22,214,0,3,0,4,4,0,4,4,1,2,5,5,1,4,0,0.0,0,1,0,1,0,1,0,satisfied
39,3085,4,4,4,4,3,5,5,4,4,4,4,5,4,4,6,1.0,0,1,1,0,1,0,0,satisfied
22,235,2,5,2,4,4,2,4,4,4,5,5,4,5,4,22,2.0,0,1,0,1,0,1,0,neutral or dissatisfied
27,1126,3,3,3,3,4,4,4,4,5,5,4,3,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
28,679,2,2,2,1,1,2,1,1,3,3,5,3,5,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
40,1726,2,5,2,2,5,3,5,4,4,2,4,3,4,5,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
29,452,1,4,1,3,1,1,1,1,4,5,3,3,4,1,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
36,818,2,4,2,2,3,2,3,3,3,3,2,4,1,3,18,7.0,1,0,0,1,0,1,0,neutral or dissatisfied
54,341,1,2,4,4,3,4,4,1,1,1,1,1,1,4,5,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
27,604,0,5,0,1,0,3,3,5,5,4,5,3,5,3,180,175.0,1,0,0,1,0,1,0,satisfied
48,689,5,5,5,5,5,5,5,5,4,3,4,1,4,5,10,6.0,0,1,1,0,0,0,1,satisfied
62,2697,2,2,2,2,3,3,3,2,2,2,2,4,2,1,57,52.0,1,0,1,0,1,0,0,neutral or dissatisfied
39,740,4,2,2,2,4,4,4,4,1,1,4,2,2,4,3,0.0,0,1,1,0,0,1,0,satisfied
44,453,1,1,1,1,4,4,5,5,5,5,5,5,5,3,0,10.0,0,1,1,0,1,0,0,satisfied
46,2721,1,2,1,1,5,5,5,4,4,5,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
62,1919,5,4,5,4,3,4,4,1,1,5,4,4,1,5,0,0.0,1,0,0,1,0,1,0,satisfied
37,2458,4,3,4,3,2,4,4,3,3,3,4,2,3,1,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
42,515,3,5,3,2,2,3,2,2,5,3,5,5,5,2,15,14.0,0,1,0,1,0,1,0,neutral or dissatisfied
53,1616,5,5,5,5,3,3,4,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
28,1671,3,3,3,3,4,4,4,4,5,5,5,5,5,4,34,13.0,0,1,1,0,1,0,0,satisfied
28,565,3,4,3,3,1,3,1,1,1,1,3,2,4,1,29,9.0,0,1,1,0,0,1,0,neutral or dissatisfied
32,2118,2,2,2,2,2,2,2,2,3,5,3,3,3,2,42,34.0,0,1,1,0,1,0,0,neutral or dissatisfied
54,872,3,3,3,2,4,3,4,4,4,2,3,4,3,4,4,32.0,1,0,1,0,0,1,0,neutral or dissatisfied
27,862,0,0,0,2,3,3,5,3,2,4,1,4,5,3,5,0.0,1,0,1,0,0,1,0,satisfied
59,3634,5,5,5,5,3,5,4,5,5,5,5,5,5,5,1,0.0,1,0,1,0,1,0,0,satisfied
43,345,2,4,4,4,5,3,3,2,2,2,2,4,2,4,8,6.0,1,0,1,0,0,1,0,neutral or dissatisfied
41,2380,1,1,1,1,3,2,3,4,4,4,4,5,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
53,972,2,4,2,1,2,2,3,2,4,5,5,5,5,2,11,3.0,0,1,0,1,0,1,0,neutral or dissatisfied
26,1140,4,4,4,1,3,4,3,3,5,4,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
24,761,5,4,5,3,4,5,5,4,2,4,1,4,4,4,3,0.0,1,0,1,0,1,0,0,satisfied
39,1454,1,4,1,2,4,1,4,4,5,3,5,5,4,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
65,216,3,0,0,3,1,0,1,1,4,4,5,4,4,1,5,1.0,0,1,0,1,0,1,0,neutral or dissatisfied
70,647,3,4,3,1,2,2,3,3,3,3,3,5,3,4,1,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
15,2131,2,2,2,2,2,2,2,2,3,5,3,2,4,2,32,33.0,0,1,1,0,1,0,0,neutral or dissatisfied
62,266,4,5,5,5,4,4,4,4,5,2,3,4,4,4,7,0.0,0,1,1,0,0,1,0,satisfied
13,3350,3,3,3,3,5,5,5,5,3,5,4,3,4,5,13,0.0,0,1,1,0,1,0,0,satisfied
32,718,3,4,3,4,3,3,3,3,3,5,2,3,3,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
59,697,4,4,4,4,2,5,4,5,5,5,5,3,5,4,100,85.0,1,0,1,0,1,0,0,satisfied
35,304,2,3,2,3,1,2,1,1,3,2,3,5,4,1,1,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
39,3399,5,4,5,5,5,5,5,4,4,4,4,3,4,5,2,0.0,0,1,1,0,1,0,0,satisfied
45,3130,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,3.0,0,1,1,0,1,0,0,satisfied
21,373,3,2,3,4,2,3,2,2,1,3,3,2,4,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
27,3746,2,2,4,2,4,4,5,4,5,1,3,4,5,4,10,13.0,0,1,1,0,1,0,0,satisfied
46,116,1,5,5,5,1,2,2,3,3,3,1,4,3,3,47,99.0,1,0,1,0,1,0,0,neutral or dissatisfied
31,602,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
27,612,1,4,1,4,4,1,4,4,2,4,4,1,3,4,17,25.0,1,0,1,0,0,1,0,neutral or dissatisfied
22,3889,4,4,4,4,4,4,4,4,4,2,3,4,1,4,0,0.0,1,0,1,0,1,0,0,satisfied
54,3064,5,5,5,5,2,4,4,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
37,187,2,4,2,5,4,2,4,4,4,3,4,3,4,4,2,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
36,488,1,4,1,3,1,1,1,1,2,2,3,2,3,1,21,22.0,1,0,1,0,0,1,0,neutral or dissatisfied
25,187,2,2,2,2,5,5,5,5,2,3,2,4,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
70,1224,2,4,2,1,5,2,3,1,1,2,1,4,1,4,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
58,1919,2,2,2,2,2,4,4,4,4,5,4,3,4,3,43,19.0,1,0,1,0,1,0,0,satisfied
46,744,1,1,1,1,4,4,1,5,5,4,5,3,5,2,10,10.0,0,1,1,0,1,0,0,satisfied
29,1276,3,3,3,3,4,4,4,4,5,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
32,483,5,3,3,3,5,5,5,5,3,4,1,2,3,5,0,0.0,0,1,1,0,0,1,0,satisfied
42,558,3,3,3,3,3,4,2,2,2,2,2,1,2,3,0,0.0,0,1,1,0,1,0,0,satisfied
20,1258,1,5,1,4,2,1,2,2,3,5,3,5,4,2,0,10.0,0,1,0,1,0,1,0,neutral or dissatisfied
23,647,1,4,1,3,4,1,4,4,3,2,4,1,3,4,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
42,1055,4,4,4,2,5,4,5,4,4,4,4,3,4,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
56,1946,5,1,5,5,3,5,4,2,2,2,2,4,2,5,5,2.0,0,1,1,0,1,0,0,satisfied
32,3749,4,4,4,4,2,2,2,2,3,3,3,4,3,2,0,0.0,0,1,1,0,1,0,0,satisfied
54,1337,1,1,1,1,4,4,5,4,4,4,4,3,4,4,5,16.0,1,0,1,0,1,0,0,satisfied
57,137,3,5,3,1,4,3,4,4,2,1,2,4,4,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
46,867,4,5,4,4,4,4,1,4,4,4,5,1,1,4,0,0.0,0,1,0,1,0,0,1,neutral or dissatisfied
17,846,4,2,2,2,4,4,5,4,1,1,5,5,4,4,0,0.0,0,1,1,0,0,1,0,satisfied
54,1053,2,4,2,2,5,5,4,5,5,2,5,3,5,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
62,1538,2,2,2,2,2,3,3,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
42,458,1,1,1,1,3,5,4,3,3,3,3,5,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
23,449,3,0,3,1,1,3,1,1,3,3,5,5,5,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
70,163,1,5,1,1,3,3,5,4,4,1,2,4,4,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,461,4,3,4,4,5,1,2,4,4,4,4,4,4,5,0,14.0,1,0,1,0,0,0,1,satisfied
40,1723,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0.0,0,1,1,0,1,0,0,satisfied
48,500,3,5,5,3,2,5,4,1,1,5,1,4,1,5,19,18.0,1,0,0,1,0,1,0,neutral or dissatisfied
52,1837,1,1,1,1,5,4,3,4,4,4,4,4,4,2,0,0.0,1,0,1,0,1,0,0,satisfied
40,259,0,0,0,2,3,5,5,3,3,3,3,4,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
41,429,4,4,4,4,2,3,1,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
56,349,2,4,2,3,3,3,1,4,4,2,4,3,4,4,5,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
51,3319,2,1,1,1,4,3,3,2,2,3,2,4,2,4,57,69.0,1,0,1,0,1,0,0,neutral or dissatisfied
33,77,3,4,3,3,3,3,3,3,5,2,5,4,4,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
27,272,2,2,2,1,1,0,1,1,5,4,4,4,5,1,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
39,158,3,4,3,5,4,3,4,4,4,3,4,4,5,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
40,1189,2,1,1,1,2,2,2,2,3,3,4,2,4,2,0,8.0,1,0,1,0,0,1,0,satisfied
30,1023,3,3,3,5,2,3,5,2,1,4,1,5,4,2,1,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
69,1562,4,4,4,5,1,4,1,1,3,2,5,3,4,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
46,1448,1,1,1,4,1,1,1,1,3,2,4,3,4,1,1,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
22,326,2,5,2,2,4,2,4,4,2,1,4,5,2,4,3,4.0,0,1,0,1,0,0,1,neutral or dissatisfied
62,534,1,4,1,3,1,1,4,1,5,4,4,5,5,1,7,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
51,129,5,3,3,3,2,5,3,5,5,5,5,1,5,3,0,0.0,1,0,1,0,0,0,1,satisfied
31,2013,5,5,5,5,4,4,4,4,4,5,5,4,5,4,78,82.0,1,0,1,0,1,0,0,satisfied
17,1383,4,2,4,5,2,4,2,2,4,4,3,4,4,2,5,0.0,1,0,1,0,1,0,0,satisfied
19,783,3,5,3,2,4,3,4,4,3,5,5,4,4,4,16,18.0,0,1,0,1,0,1,0,neutral or dissatisfied
20,239,4,0,4,4,1,4,3,1,3,3,5,3,4,1,0,0.0,1,0,1,0,0,1,0,satisfied
46,728,1,5,1,3,1,1,1,4,4,1,4,5,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
22,629,5,0,5,5,2,5,2,2,3,1,5,4,1,2,0,0.0,1,0,1,0,0,1,0,satisfied
62,2114,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
12,236,2,1,2,2,3,2,3,3,2,3,2,2,3,3,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
33,416,1,0,0,3,3,3,3,4,4,0,4,3,4,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
53,2306,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,0,satisfied
7,1514,2,1,2,3,1,2,1,1,1,5,2,1,2,1,58,57.0,0,1,0,1,0,1,0,neutral or dissatisfied
57,606,3,1,3,4,4,4,4,5,5,3,3,4,5,2,9,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
24,429,3,4,3,4,2,3,2,2,2,1,4,4,4,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
9,371,1,1,1,4,4,1,4,4,1,3,3,4,3,4,49,38.0,1,0,0,1,0,1,0,neutral or dissatisfied
44,1545,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0,2.0,1,0,1,0,1,0,0,satisfied
11,199,3,4,0,2,4,0,4,4,5,2,5,3,5,4,14,14.0,0,1,0,1,0,1,0,neutral or dissatisfied
12,1874,5,1,5,3,4,5,4,4,1,3,2,4,2,4,18,2.0,0,1,0,1,0,1,0,satisfied
51,1044,1,5,1,3,5,1,5,2,2,1,2,2,2,1,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
11,977,1,4,1,4,3,1,3,3,3,5,5,3,4,3,0,13.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,933,5,5,5,5,5,5,5,5,3,5,4,5,1,5,5,0.0,0,1,1,0,0,0,1,satisfied
25,1310,3,3,3,4,5,3,5,5,4,4,5,5,4,5,17,19.0,0,1,1,0,0,1,0,neutral or dissatisfied
12,1076,2,2,2,4,5,2,5,5,3,5,3,3,3,5,1,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
44,308,3,4,3,4,2,3,2,2,1,5,3,1,3,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
54,2306,2,2,2,2,5,3,4,5,5,4,5,2,5,3,53,52.0,0,1,1,0,1,0,0,satisfied
46,872,2,1,1,1,3,2,3,3,2,4,4,4,4,3,42,32.0,0,1,1,0,0,1,0,neutral or dissatisfied
9,618,1,5,1,3,4,1,1,4,4,3,5,5,4,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
24,284,4,2,4,3,2,4,2,2,4,5,3,2,4,2,102,113.0,0,1,1,0,0,1,0,neutral or dissatisfied
58,2009,0,5,0,2,4,2,3,4,4,4,4,3,4,1,0,0.0,0,1,1,0,1,0,0,satisfied
47,2233,4,4,4,4,5,5,5,5,5,5,4,4,5,4,0,3.0,0,1,1,0,1,0,0,satisfied
53,101,1,2,2,2,1,1,1,1,3,2,4,4,3,1,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
19,590,1,1,1,4,1,1,1,1,3,1,4,2,4,1,20,13.0,1,0,1,0,0,1,0,neutral or dissatisfied
51,299,2,5,3,4,5,5,5,3,3,3,3,5,3,5,9,9.0,1,0,0,1,0,0,1,neutral or dissatisfied
21,444,2,2,4,3,2,4,3,2,2,2,3,3,3,2,0,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
29,610,4,5,3,2,5,3,5,5,3,5,2,2,1,5,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
8,391,2,2,2,4,4,2,4,4,3,4,3,4,4,4,17,13.0,0,1,0,1,0,1,0,neutral or dissatisfied
32,2404,5,1,2,1,5,5,5,5,4,2,4,1,2,5,0,0.0,1,0,1,0,0,1,0,satisfied
49,1144,1,4,1,3,2,4,4,5,5,1,5,4,5,4,67,58.0,1,0,0,1,0,1,0,neutral or dissatisfied
22,3659,4,4,4,4,4,4,4,4,3,4,2,3,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
26,522,4,2,1,2,4,4,5,4,2,2,3,2,3,4,9,18.0,0,1,1,0,0,1,0,satisfied
37,296,4,4,4,1,1,4,1,1,5,4,5,5,5,1,36,36.0,0,1,1,0,1,0,0,satisfied
25,372,2,1,2,3,3,2,3,3,3,4,3,2,2,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
29,1166,2,2,2,2,3,2,3,3,5,4,5,4,5,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
29,1929,5,5,2,5,3,3,3,3,4,4,4,4,5,3,20,13.0,0,1,1,0,1,0,0,satisfied
46,135,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
46,2894,3,3,3,3,4,4,5,4,4,4,4,5,4,5,36,31.0,1,0,1,0,1,0,0,satisfied
8,3149,3,3,3,3,4,4,4,4,5,5,5,1,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
44,780,3,2,2,2,3,3,3,3,4,4,2,2,2,3,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
12,1134,3,4,3,3,5,3,5,5,3,4,4,5,5,5,9,11.0,1,0,0,1,0,1,0,neutral or dissatisfied
15,368,3,4,3,2,3,3,3,3,1,5,4,1,1,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
31,190,2,5,2,5,5,2,3,5,5,3,4,3,4,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
45,1999,2,2,2,2,2,5,4,3,3,3,3,3,3,5,0,0.0,1,0,1,0,1,0,0,satisfied
22,112,5,0,5,2,1,5,1,1,3,4,5,4,5,1,1,0.0,1,0,1,0,1,0,0,satisfied
62,341,2,5,2,3,3,5,5,4,4,2,4,4,4,4,0,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
23,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
27,460,3,3,3,3,4,3,4,4,2,1,3,3,3,4,0,19.0,0,1,0,1,0,1,0,neutral or dissatisfied
21,1096,3,3,3,4,5,3,5,5,1,4,4,1,4,5,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
48,1846,3,3,3,3,4,3,5,5,5,5,5,3,5,4,6,11.0,0,1,1,0,1,0,0,satisfied
22,1415,3,3,3,4,1,3,2,1,1,1,5,5,2,1,0,0.0,0,1,1,0,0,1,0,satisfied
57,89,2,4,4,4,4,3,4,1,1,1,2,4,1,4,0,19.0,0,1,1,0,1,0,0,neutral or dissatisfied
24,2454,2,2,2,4,2,2,2,2,1,1,2,2,3,2,5,8.0,1,0,1,0,0,1,0,neutral or dissatisfied
40,2479,3,4,3,3,4,4,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
13,1749,2,3,2,1,3,2,3,3,5,4,2,3,3,3,9,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
36,984,3,3,3,2,1,3,1,1,2,2,1,3,2,1,2,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
36,1431,3,3,3,1,2,3,2,2,3,4,5,5,4,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
27,1597,2,1,1,3,3,2,3,3,4,4,1,3,2,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
26,200,2,1,2,2,2,2,2,2,4,3,2,2,2,2,37,37.0,0,1,0,1,0,1,0,neutral or dissatisfied
18,473,2,2,2,3,3,2,3,3,2,4,3,4,4,3,35,26.0,1,0,1,0,0,1,0,neutral or dissatisfied
36,2462,3,1,3,1,4,4,3,3,3,3,3,3,3,2,0,13.0,0,1,1,0,1,0,0,neutral or dissatisfied
33,495,1,4,3,4,3,3,3,3,5,4,4,3,4,3,103,98.0,1,0,0,1,0,1,0,neutral or dissatisfied
54,2652,1,4,4,4,2,4,3,2,2,2,1,2,2,4,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
67,199,4,2,5,5,3,4,4,4,4,4,4,3,4,3,0,35.0,1,0,1,0,0,0,1,neutral or dissatisfied
39,2113,5,5,5,5,4,5,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
56,1988,4,4,4,4,3,4,3,1,1,1,4,2,1,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
28,156,4,3,4,1,3,4,3,3,4,1,3,2,1,3,0,2.0,1,0,1,0,0,1,0,satisfied
14,1222,3,3,3,4,2,3,2,2,3,2,3,4,4,2,89,104.0,0,1,1,0,0,1,0,neutral or dissatisfied
15,337,2,1,2,2,2,2,5,2,4,5,3,4,2,2,3,8.0,0,1,1,0,1,0,0,neutral or dissatisfied
47,296,2,4,4,4,3,3,4,2,2,2,2,2,2,2,25,21.0,1,0,1,0,0,0,1,neutral or dissatisfied
48,89,2,2,2,2,4,3,3,1,1,2,1,4,1,1,0,20.0,1,0,1,0,0,1,0,neutral or dissatisfied
56,248,3,3,3,3,5,4,5,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
48,679,5,1,4,1,5,5,5,5,3,2,3,3,2,5,22,4.0,0,1,1,0,0,1,0,satisfied
21,3991,5,5,2,5,4,4,4,4,3,3,5,5,5,4,0,4.0,0,1,1,0,1,0,0,satisfied
51,563,3,5,3,3,5,3,3,5,1,1,3,4,1,5,57,56.0,1,0,1,0,0,1,0,neutral or dissatisfied
56,2975,0,5,0,2,5,5,5,5,5,5,5,3,5,5,0,13.0,0,1,1,0,1,0,0,satisfied
27,626,0,0,0,3,3,0,3,3,3,2,5,4,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
39,305,1,1,1,4,3,1,3,3,4,3,4,4,4,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
28,787,1,2,2,2,1,1,1,1,1,3,2,2,2,1,2,29.0,0,1,1,0,1,0,0,neutral or dissatisfied
27,1620,1,4,4,4,1,1,1,1,1,2,3,2,3,1,70,72.0,0,1,1,0,1,0,0,neutral or dissatisfied
16,697,3,4,3,3,4,3,4,4,3,4,4,4,5,4,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
11,1045,4,5,4,4,1,4,1,1,5,3,3,2,2,1,10,4.0,1,0,0,1,0,1,0,neutral or dissatisfied
70,332,4,4,4,3,1,4,1,1,4,5,4,5,5,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
50,2586,5,5,5,5,4,5,1,5,5,5,5,2,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
18,2400,3,5,3,2,3,2,2,3,4,4,5,2,4,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
19,599,2,2,2,4,1,2,1,1,1,4,2,3,4,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
26,273,4,4,5,3,2,5,2,2,5,4,5,5,5,2,0,0.0,0,1,1,0,1,0,0,satisfied
28,694,5,4,4,5,5,4,5,5,3,4,4,2,3,5,0,0.0,0,1,1,0,0,1,0,satisfied
40,707,3,5,3,1,3,3,3,3,5,2,5,4,5,3,4,11.0,0,1,0,1,0,1,0,neutral or dissatisfied
24,1195,4,5,4,4,5,4,5,5,3,5,5,5,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
20,1576,3,4,3,4,5,3,4,5,2,3,4,4,3,5,0,5.0,0,1,1,0,1,0,0,neutral or dissatisfied
42,888,2,3,3,3,5,2,5,5,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
25,289,4,3,3,3,4,4,3,4,3,3,4,2,2,4,1,0.0,1,0,1,0,0,1,0,satisfied
54,1014,2,2,2,2,4,3,4,2,2,2,2,2,2,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
32,226,3,5,3,2,2,3,2,2,3,3,4,5,4,2,40,45.0,1,0,0,1,0,1,0,neutral or dissatisfied
26,594,3,4,3,4,1,3,1,1,1,5,3,1,3,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
30,762,0,0,0,4,1,0,1,1,3,2,4,4,5,1,0,1.0,1,0,1,0,1,0,0,satisfied
22,237,2,5,2,2,2,2,2,2,4,5,1,1,1,2,19,20.0,0,1,1,0,0,0,1,neutral or dissatisfied
49,1985,0,4,0,4,3,5,5,3,3,3,3,5,3,5,31,27.0,0,1,1,0,1,0,0,satisfied
25,1435,5,1,5,4,1,5,1,1,4,2,5,4,5,1,1,1.0,1,0,1,0,1,0,0,satisfied
21,993,4,4,4,3,5,4,5,5,5,3,5,4,4,5,0,0.0,0,1,1,0,0,1,0,satisfied
